0.000000	8.180000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000
0.100000	8.176634	8.164227	8.163602	8.172393	8.172748	8.169343	8.169233	8.170135	8.170159	8.169978	8.169974	8.170003	8.170004	8.170000	8.170003	8.170027	8.170165	8.170800	8.172884	8.176730
0.200000	8.163402	8.155522	8.169508	8.183759	8.173681	8.161963	8.167064	8.173416	8.171433	8.168854	8.169480	8.170320	8.170162	8.169972	8.170163	8.170730	8.172100	8.174718	8.177235	8.174666
0.300000	8.151199	8.167805	8.194502	8.187570	8.152783	8.148988	8.177707	8.185466	8.167860	8.161544	8.170150	8.173776	8.170427	8.169259	8.171535	8.174172	8.176420	8.176858	8.171040	8.158180
0.400000	8.173252	8.208140	8.201472	8.143800	8.117183	8.171481	8.219677	8.184259	8.136252	8.153169	8.188168	8.182954	8.163523	8.166142	8.178461	8.180531	8.173992	8.163660	8.151038	8.148799
0.500000	8.226262	8.209115	8.124593	8.075851	8.158146	8.271422	8.233743	8.098381	8.088255	8.203141	8.241139	8.165370	8.128425	8.173495	8.202256	8.175308	8.143976	8.139289	8.154826	8.189622
0.600000	8.192886	8.083106	8.028562	8.153989	8.347317	8.314463	8.048978	7.953034	8.188310	8.378437	8.228142	8.026576	8.097957	8.259215	8.231772	8.104141	8.090083	8.175055	8.239942	8.247377
0.700000	7.976832	7.997074	8.200030	8.460195	8.405100	7.961247	7.731090	8.125007	8.615634	8.425443	7.847746	7.833633	8.317313	8.465584	8.098321	7.908106	8.154109	8.389404	8.313645	8.102687
0.800000	7.983049	8.433885	8.654610	8.414191	7.752655	7.419840	8.034650	8.975724	8.807583	7.561521	7.229325	8.254926	9.030064	8.321014	7.454418	7.857542	8.689614	8.631477	7.895739	7.633546
0.900000	9.129984	9.200682	8.098861	7.132095	7.058396	8.070720	9.505746	9.309596	7.013174	6.106756	7.867960	9.995367	9.107845	6.546520	6.794761	8.944646	9.667245	7.720727	6.627868	7.725415
1.000000	10.975389	7.118681	5.214671	6.500142	8.696577	10.495661	9.488621	5.665937	4.345704	6.892044	11.037735	10.733790	4.804171	4.222511	8.215327	11.790537	8.251532	4.160976	6.258425	10.162591
1.100000	6.122903	0.080720	4.398863	9.685860	12.987184	8.321031	2.075318	2.214930	5.189416	10.971941	12.686389	1.803849	-0.444772	4.470977	12.603700	11.128376	-0.538055	2.242111	8.355076	14.588382
1.200000	-7.494085	1.337626	4.601254	14.667914	8.257534	-5.688255	0.917872	2.810725	8.417845	13.349825	-0.782259	-6.121852	0.310255	5.259219	14.460195	-1.392168	-5.721603	0.119683	11.621189	10.756527
1.300000	-11.245878	0.437107	9.790515	10.785104	-10.026656	-2.945765	-1.116429	4.501547	11.221938	1.593151	-10.566683	1.336569	-1.211789	4.058704	11.510746	-8.152875	4.520494	-0.530233	10.233561	1.867330
