1.000000 8.180000 8.170000 8.170000 8.170000 8.170000
2.000000 12.368124 11.607696 -3.818684 -0.394354 3.330240
3.000000 0.194711 11.479617 3.530248 0.867626 -0.120933
4.000000 -2.365754 3.153984 3.282319 3.872810 6.471170
5.000000 9.092397 -1.809979 1.499085 0.302084 1.766085
6.000000 1.877856 7.069409 -2.065653 -5.071502 1.025010
7.000000 -1.331279 2.702044 3.426763 4.696336 5.901058
8.000000 8.741816 -1.574549 0.160389 0.077517 1.116276
9.000000 -0.648733 7.738337 1.322755 -5.431687 -0.160235
10.000000 -2.254039 3.830146 5.403594 5.560788 4.127238
11.000000 4.412568 -3.675023 4.023479 5.265403 6.206208
12.000000 4.164320 9.957690 0.251054 -2.288423 0.206989
13.000000 -1.392681 3.424833 5.639844 5.612143 4.262949
14.000000 8.809057 -0.624262 1.947470 1.070974 2.006607
15.000000 -0.713842 8.543932 -0.213038 -3.753452 -0.302194
16.000000 -3.386695 3.042295 7.374713 5.457367 0.409854
17.000000 8.352686 -3.359664 0.771929 1.033662 5.643511
18.000000 2.585921 8.615648 1.222495 -1.157968 -0.729227
19.000000 -1.643024 3.662933 8.844987 4.032733 0.026856
20.000000 -3.444703 -2.553486 1.066588 9.139254 3.685991
21.000000 6.367295 6.075174 -4.755211 2.811226 2.731087
22.000000 -0.300076 2.639519 8.777107 -0.368442 -0.852385
23.000000 -1.378028 -0.996078 3.204668 9.742883 1.787583
24.000000 1.103099 -3.514168 -1.560041 0.720036 9.789951
25.000000 1.219810 3.809838 7.816333 -4.293312 2.939313
26.000000 1.704373 1.268414 5.768000 8.594006 -3.844870
27.000000 1.265336 -0.437132 0.261123 4.377131 9.208753
28.000000 7.457618 4.176768 2.153510 -0.424985 4.322878
29.000000 4.132162 6.170395 3.947329 2.865293 -1.927639
30.000000 -0.933602 3.838544 3.033572 3.686875 7.366122
31.000000 4.338841 -5.378375 2.751941 0.982859 3.541866
32.000000 2.840885 7.656695 5.115525 -0.343069 -1.073897
33.000000 -0.534926 3.046104 2.534252 3.686704 7.869850
34.000000 7.380597 -3.575538 -1.041786 0.412505 1.856890
35.000000 2.835561 9.445283 1.252623 -2.062058 -0.680454
36.000000 -1.495419 1.458713 9.817524 1.386701 -3.029430
37.000000 5.249149 -4.702750 4.189990 4.080413 5.557363
38.000000 2.654070 9.212146 2.762371 -2.705428 -0.455624
39.000000 -1.028653 4.292857 8.785014 4.730350 0.971553
40.000000 8.616144 0.233672 2.303184 2.569468 4.018111
41.000000 3.518448 9.471418 -2.056442 1.685507 0.422007
42.000000 -0.132105 2.056089 10.012969 -2.001380 1.369266
43.000000 -4.824342 0.907226 1.880752 7.187140 -2.711479
44.000000 4.973064 5.831630 -1.271731 2.848243 3.748498
45.000000 0.205312 1.189823 8.833782 -1.382484 0.580100
46.000000 -4.995740 -0.601856 -0.792422 8.072259 1.229435
47.000000 5.846921 2.351676 -3.060762 3.556939 6.329395
48.000000 2.321676 7.059374 6.968016 -3.962865 1.796978
49.000000 -1.900402 -0.735296 0.506048 7.666503 0.533208
50.000000 5.445434 3.246760 -3.482946 3.697642 5.345453
51.000000 0.649118 5.230471 9.182009 -1.933851 -0.429389
52.000000 -0.804048 -1.019959 2.798668 8.371628 2.298600
53.000000 4.986876 2.168177 -1.725055 4.280603 7.656557
54.000000 5.311364 5.315046 6.306764 -0.517862 4.607355
55.000000 3.764061 3.889842 3.698343 3.388103 -4.014806
56.000000 -0.845680 -1.721494 0.045340 3.797143 9.356586
57.000000 5.426416 6.000484 5.098143 -0.808330 3.442327
58.000000 1.096265 1.154549 1.780945 8.415392 -1.203807
59.000000 -0.261361 -3.310688 -0.648724 -0.126380 8.817291
60.000000 7.172651 5.811695 -0.236060 -4.055892 2.581117
61.000000 1.825665 1.557470 5.228083 7.615540 -3.108137
62.000000 1.952039 0.040244 0.811478 5.067069 9.063456
63.000000 7.816888 2.206560 -0.966466 -1.905743 2.049731
64.000000 3.575577 3.581158 5.566804 5.330802 -4.123662
65.000000 1.508682 -1.514421 0.300090 4.236287 9.527074
66.000000 6.711015 4.652430 2.474247 -1.296134 3.764444
67.000000 3.236509 2.533198 3.281625 7.478803 -1.002468
68.000000 -5.318787 0.498208 -0.207679 3.116091 5.556201
69.000000 6.962854 5.576456 1.397013 -1.182729 3.212197
70.000000 2.398244 1.791320 2.804854 8.152917 -0.673125
71.000000 -2.169296 -2.955304 0.481636 0.843985 7.876162
72.000000 9.047342 2.744595 -2.457463 -1.404621 2.114253
73.000000 0.226307 7.281126 5.899897 -4.513640 -2.640625
74.000000 -0.634388 0.687816 0.726588 2.010677 7.975358
75.000000 9.030980 0.850624 -3.013250 -1.262056 0.732487
76.000000 3.589564 5.444561 6.198096 2.891639 -4.608381
77.000000 -1.792684 -0.025508 0.447375 4.338299 8.841704
78.000000 7.918762 4.939554 1.794398 0.032559 4.310035
