0.000000	8.180000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000
0.100000	8.176634	8.164227	8.163602	8.172393	8.172748	8.169343	8.169233	8.170135	8.170159	8.169978	8.169974	8.170003	8.170004	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170004	8.170027	8.170165	8.170800	8.172884	8.176730
0.200000	8.163402	8.155522	8.169508	8.183759	8.173681	8.161963	8.167064	8.173416	8.171433	8.168854	8.169480	8.170318	8.170152	8.169925	8.169963	8.170016	8.170008	8.169997	8.169999	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170002	8.170010	8.170048	8.170200	8.170715	8.172092	8.174721	8.177237	8.174666
0.300000	8.151193	8.167812	8.194504	8.187568	8.152783	8.148988	8.177707	8.185466	8.167859	8.161540	8.170136	8.173719	8.170225	8.168627	8.169845	8.170438	8.170066	8.169877	8.169978	8.170031	8.170006	8.169993	8.169998	8.170001	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170001	8.170003	8.170014	8.170057	8.170202	8.170632	8.171691	8.173734	8.176354	8.176981	8.171062	8.158149
0.400000	8.173312	8.208283	8.201460	8.143759	8.117185	8.171491	8.219676	8.184252	8.136235	8.153109	8.187973	8.182391	8.162094	8.163037	8.172932	8.173238	8.169066	8.168706	8.170257	8.170455	8.169940	8.169856	8.170012	8.170041	8.169998	8.169989	8.170000	8.170003	8.170000	8.169999	8.170000	8.170000	8.170000	8.170000	8.170000	8.170000	8.170001	8.170004	8.170017	8.170061	8.170195	8.170563	8.171428	8.173107	8.175529	8.177291	8.174927	8.164955	8.150780	8.148344
0.500000	8.228130	8.210015	8.123957	8.075497	8.158337	8.271541	8.233669	8.098280	8.088087	8.202650	8.239893	8.162698	8.123590	8.166492	8.195545	8.175198	8.157895	8.166292	8.175038	8.171997	8.168125	8.169101	8.170631	8.170354	8.169806	8.169875	8.170055	8.170040	8.169986	8.169988	8.170003	8.170003	8.169999	8.170000	8.170002	8.170005	8.170019	8.170061	8.170185	8.170505	8.171237	8.172658	8.174847	8.177016	8.176696	8.170120	8.156100	8.142983	8.149791	8.187619
0.600000	8.206430	8.082264	8.022581	8.153765	8.349668	8.314648	8.047918	7.952447	8.187529	8.376163	8.223708	8.020022	8.090621	8.255615	8.239959	8.129108	8.122420	8.185596	8.197183	8.165404	8.156495	8.170746	8.175975	8.170190	8.167609	8.169754	8.170875	8.170143	8.169705	8.169936	8.170093	8.170025	8.169975	8.169998	8.170027	8.170063	8.170171	8.170455	8.171088	8.172316	8.174285	8.176564	8.177412	8.173507	8.161860	8.145205	8.137620	8.159544	8.212765	8.251884
0.700000	8.009536	7.961826	8.178715	8.474265	8.416374	7.955057	7.724792	8.124735	8.614052	8.418649	7.839370	7.828236	8.320360	8.485468	8.134543	7.938899	8.142908	8.310967	8.210783	8.094734	8.136665	8.205071	8.191164	8.155345	8.158622	8.175459	8.175408	8.168177	8.167681	8.170540	8.170912	8.169868	8.169689	8.170087	8.170274	8.170410	8.170931	8.172041	8.173825	8.176071	8.177583	8.175618	8.166676	8.150165	8.134453	8.139102	8.182073	8.249035	8.272454	8.178616
0.800000	7.908122	8.262422	8.666213	8.511780	7.752668	7.368946	8.022591	8.990771	8.805632	7.545401	7.225809	8.270004	9.064836	8.363455	7.469301	7.811327	8.572063	8.525145	7.961963	7.901066	8.244538	8.342990	8.153185	8.072879	8.165648	8.218704	8.177735	8.147794	8.164230	8.179268	8.173313	8.166488	8.168546	8.171651	8.171564	8.171392	8.173139	8.175720	8.177578	8.176837	8.170334	8.155607	8.136417	8.127971	8.153190	8.220944	8.292396	8.275998	8.110237	7.901198
0.900000	8.442648	8.933716	8.532013	7.332353	6.841037	7.906197	9.565620	9.397653	6.968699	6.066450	7.894497	10.061242	9.142983	6.509752	6.702441	8.802649	9.599316	7.943863	7.038990	8.013289	8.889084	8.414691	7.747368	7.948496	8.373966	8.327910	8.079153	8.075149	8.203814	8.220942	8.159499	8.145660	8.173122	8.182636	8.173045	8.170580	8.176867	8.179329	8.173346	8.159952	8.140647	8.124209	8.132047	8.185966	8.276373	8.331303	8.240721	7.984555	7.763593	7.891837
